TRDTYPE,USASTATE,YEAR,MONTH,month_seq,COUNTRY,DISAGMOT,impact,VALUE
1.0,10,2012,6,24,2.0,1.0,13788138.0,5957752.0
2.0,10,2012,6,24,2.0,2.0,13788138.0,51575.0
2.0,10,2012,6,24,2.0,1.0,13788138.0,23675668.0
1.0,12,2012,6,24,1.0,2.0,61922145.0,52333414.0
1.0,12,2012,6,24,1.0,1.0,61922145.0,199983765.0
2.0,12,2012,6,24,1.0,2.0,61922145.0,58407512.0
2.0,12,2012,6,24,1.0,1.0,61922145.0,201048346.0
1.0,12,2012,6,24,2.0,2.0,61922145.0,33805265.0
1.0,12,2012,6,24,2.0,1.0,61922145.0,101789069.0
2.0,12,2012,6,24,2.0,2.0,61922145.0,198612735.0
2.0,12,2012,6,24,2.0,1.0,61922145.0,220097986.0
1.0,13,2012,6,24,1.0,2.0,188898328.0,38139363.0
1.0,13,2012,6,24,1.0,1.0,188898328.0,424937638.0
2.0,13,2012,6,24,1.0,2.0,188898328.0,17170187.0
2.0,13,2012,6,24,1.0,1.0,188898328.0,208978837.0
1.0,13,2012,6,24,2.0,2.0,188898328.0,12297630.0
1.0,13,2012,6,24,2.0,1.0,188898328.0,139370342.0
2.0,13,2012,6,24,2.0,2.0,188898328.0,5994225.0
2.0,13,2012,6,24,2.0,1.0,188898328.0,259953148.0
1.0,15,2012,6,24,1.0,2.0,4657657.0,2138491.0
1.0,15,2012,6,24,1.0,1.0,4657657.0,392361.0
2.0,15,2012,6,24,1.0,2.0,4657657.0,1137700.0
2.0,15,2012,6,24,1.0,1.0,4657657.0,7064555.0
1.0,15,2012,6,24,2.0,2.0,4657657.0,3127.0
1.0,15,2012,6,24,2.0,1.0,4657657.0,325640.0
2.0,15,2012,6,24,2.0,2.0,4657657.0,116132.0
2.0,15,2012,6,24,2.0,1.0,4657657.0,304286.0
1.0,19,2012,6,24,1.0,2.0,242025871.0,14293415.0
1.0,19,2012,6,24,1.0,1.0,242025871.0,280624315.0
2.0,19,2012,6,24,1.0,2.0,242025871.0,4002191.0
2.0,19,2012,6,24,1.0,1.0,242025871.0,130710675.0
1.0,19,2012,6,24,2.0,2.0,242025871.0,1385395.0
1.0,19,2012,6,24,2.0,1.0,242025871.0,61655582.0
2.0,19,2012,6,24,2.0,2.0,242025871.0,493391.0
2.0,19,2012,6,24,2.0,1.0,242025871.0,123565948.0
1.0,16,2012,6,24,1.0,2.0,1845930.0,2141522.0
1.0,16,2012,6,24,1.0,1.0,1845930.0,61008330.0
2.0,16,2012,6,24,1.0,2.0,1845930.0,748771.0
2.0,16,2012,6,24,1.0,1.0,1845930.0,33784169.0
1.0,16,2012,6,24,2.0,2.0,1845930.0,3825734.0
1.0,16,2012,6,24,2.0,1.0,1845930.0,10034073.0
2.0,16,2012,6,24,2.0,2.0,1845930.0,106330.0
2.0,16,2012,6,24,2.0,1.0,1845930.0,8656135.0
1.0,17,2012,6,24,1.0,2.0,246922385.0,116162284.0
1.0,17,2012,6,24,1.0,1.0,246922385.0,1169973022.0
2.0,17,2012,6,24,1.0,2.0,246922385.0,27086091.0
2.0,17,2012,6,24,1.0,1.0,246922385.0,583402728.0
1.0,17,2012,6,24,2.0,2.0,246922385.0,17946350.0
1.0,17,2012,6,24,2.0,1.0,246922385.0,383542848.0
2.0,17,2012,6,24,2.0,2.0,246922385.0,13405011.0
2.0,17,2012,6,24,2.0,1.0,246922385.0,482214829.0
1.0,18,2012,6,24,1.0,2.0,62669384.0,37770609.0
1.0,18,2012,6,24,1.0,1.0,62669384.0,819109949.0
2.0,18,2012,6,24,1.0,2.0,62669384.0,5389201.0
2.0,18,2012,6,24,1.0,1.0,62669384.0,499997769.0
1.0,18,2012,6,24,2.0,2.0,62669384.0,19847627.0
1.0,18,2012,6,24,2.0,1.0,62669384.0,151518577.0
2.0,18,2012,6,24,2.0,2.0,62669384.0,2100825.0
2.0,18,2012,6,24,2.0,1.0,62669384.0,289783991.0
1.0,20,2012,6,24,1.0,2.0,277944100.0,23195319.0
1.0,20,2012,6,24,1.0,1.0,277944100.0,163848838.0
2.0,20,2012,6,24,1.0,2.0,277944100.0,13434863.0
2.0,20,2012,6,24,1.0,1.0,277944100.0,98878193.0
1.0,20,2012,6,24,2.0,2.0,277944100.0,4270818.0
1.0,20,2012,6,24,2.0,1.0,277944100.0,43978784.0
2.0,20,2012,6,24,2.0,2.0,277944100.0,2871780.0
2.0,20,2012,6,24,2.0,1.0,277944100.0,52296153.0
1.0,21,2012,6,24,1.0,2.0,30043862.0,24831895.0
1.0,21,2012,6,24,1.0,1.0,30043862.0,534353519.0
2.0,21,2012,6,24,1.0,2.0,30043862.0,34250949.0
2.0,21,2012,6,24,1.0,1.0,30043862.0,211114540.0
1.0,21,2012,6,24,2.0,2.0,30043862.0,17419219.0
1.0,21,2012,6,24,2.0,1.0,30043862.0,123814975.0
2.0,21,2012,6,24,2.0,2.0,30043862.0,10299104.0
2.0,21,2012,6,24,2.0,1.0,30043862.0,237406114.0
1.0,22,2012,6,24,1.0,2.0,196651563.0,3926199.0
1.0,22,2012,6,24,1.0,1.0,196651563.0,64678236.0
2.0,22,2012,6,24,1.0,2.0,196651563.0,6009995.0
2.0,22,2012,6,24,1.0,1.0,196651563.0,47944841.0
1.0,22,2012,6,24,2.0,2.0,196651563.0,3886745.0
1.0,22,2012,6,24,2.0,1.0,196651563.0,37345066.0
2.0,22,2012,6,24,2.0,2.0,196651563.0,1681997.0
2.0,22,2012,6,24,2.0,1.0,196651563.0,14589471.0
1.0,25,2012,6,24,1.0,2.0,55375231.0,65601947.0
1.0,25,2012,6,24,1.0,1.0,55375231.0,234167919.0
2.0,25,2012,6,24,1.0,2.0,55375231.0,27387864.0
2.0,25,2012,6,24,1.0,1.0,55375231.0,501470170.0
1.0,25,2012,6,24,2.0,2.0,55375231.0,15690016.0
1.0,25,2012,6,24,2.0,1.0,55375231.0,92986088.0
2.0,25,2012,6,24,2.0,2.0,55375231.0,44420506.0
2.0,25,2012,6,24,2.0,1.0,55375231.0,239096018.0
1.0,24,2012,6,24,1.0,2.0,41408579.0,16018891.0
1.0,24,2012,6,24,1.0,1.0,41408579.0,139806367.0
2.0,24,2012,6,24,1.0,2.0,41408579.0,17787557.0
2.0,24,2012,6,24,1.0,1.0,41408579.0,98034914.0
1.0,24,2012,6,24,2.0,2.0,41408579.0,7039141.0
1.0,24,2012,6,24,2.0,1.0,41408579.0,14755437.0
2.0,24,2012,6,24,2.0,2.0,41408579.0,10635131.0
2.0,24,2012,6,24,2.0,1.0,41408579.0,100492803.0
1.0,23,2012,6,24,1.0,2.0,7873433.0,995012.0
1.0,23,2012,6,24,1.0,1.0,7873433.0,68911718.0
2.0,23,2012,6,24,1.0,2.0,7873433.0,786966.0
2.0,23,2012,6,24,1.0,1.0,7873433.0,86872456.0
1.0,23,2012,6,24,2.0,2.0,7873433.0,219052.0
1.0,23,2012,6,24,2.0,1.0,7873433.0,2223274.0
2.0,23,2012,6,24,2.0,2.0,7873433.0,11279.0
2.0,23,2012,6,24,2.0,1.0,7873433.0,3937144.0
1.0,26,2012,6,24,1.0,2.0,338181858.0,26036188.0
1.0,26,2012,6,24,1.0,1.0,338181858.0,1876653750.0
2.0,26,2012,6,24,1.0,2.0,338181858.0,28069170.0
2.0,26,2012,6,24,1.0,1.0,338181858.0,2244138768.0
1.0,26,2012,6,24,2.0,2.0,338181858.0,10774556.0
1.0,26,2012,6,24,2.0,1.0,338181858.0,597128394.0
2.0,26,2012,6,24,2.0,2.0,338181858.0,27994812.0
2.0,26,2012,6,24,2.0,1.0,338181858.0,1213734715.0
1.0,27,2012,6,24,1.0,2.0,743308669.0,30868959.0
1.0,27,2012,6,24,1.0,1.0,743308669.0,370556865.0
2.0,27,2012,6,24,1.0,2.0,743308669.0,8868968.0
2.0,27,2012,6,24,1.0,1.0,743308669.0,177339067.0
1.0,27,2012,6,24,2.0,2.0,743308669.0,7303193.0
1.0,27,2012,6,24,2.0,1.0,743308669.0,74905490.0
2.0,27,2012,6,24,2.0,2.0,743308669.0,2409267.0
2.0,27,2012,6,24,2.0,1.0,743308669.0,167682592.0
1.0,29,2012,6,24,1.0,2.0,245482699.0,6502295.0
1.0,29,2012,6,24,1.0,1.0,245482699.0,287912162.0
2.0,29,2012,6,24,1.0,2.0,245482699.0,4327527.0
2.0,29,2012,6,24,1.0,1.0,245482699.0,173399836.0
1.0,29,2012,6,24,2.0,2.0,245482699.0,2319029.0
1.0,29,2012,6,24,2.0,1.0,245482699.0,89810978.0
2.0,29,2012,6,24,2.0,2.0,245482699.0,2272625.0
2.0,29,2012,6,24,2.0,1.0,245482699.0,216324164.0
1.0,28,2012,6,24,1.0,2.0,89394793.0,10441774.0
1.0,28,2012,6,24,1.0,1.0,89394793.0,94153363.0
2.0,28,2012,6,24,1.0,2.0,89394793.0,5381312.0
2.0,28,2012,6,24,1.0,1.0,89394793.0,51720744.0
1.0,28,2012,6,24,2.0,2.0,89394793.0,11256482.0
1.0,28,2012,6,24,2.0,1.0,89394793.0,36650648.0
2.0,28,2012,6,24,2.0,2.0,89394793.0,3359539.0
2.0,28,2012,6,24,2.0,1.0,89394793.0,55972584.0
1.0,30,2012,6,24,1.0,2.0,29051570.0,1282684.0
1.0,30,2012,6,24,1.0,1.0,29051570.0,40973276.0
2.0,30,2012,6,24,1.0,2.0,29051570.0,620218.0
2.0,30,2012,6,24,1.0,1.0,29051570.0,45332926.0
1.0,30,2012,6,24,2.0,2.0,29051570.0,15429.0
1.0,30,2012,6,24,2.0,1.0,29051570.0,2338214.0
2.0,30,2012,6,24,2.0,2.0,29051570.0,112599.0
2.0,30,2012,6,24,2.0,1.0,29051570.0,2454444.0
1.0,37,2012,6,24,1.0,2.0,224143169.0,31119101.0
1.0,37,2012,6,24,1.0,1.0,224143169.0,552435333.0
2.0,37,2012,6,24,1.0,2.0,224143169.0,9766555.0
2.0,37,2012,6,24,1.0,1.0,224143169.0,193517189.0
1.0,37,2012,6,24,2.0,2.0,224143169.0,38741284.0
1.0,37,2012,6,24,2.0,1.0,224143169.0,128458550.0
2.0,37,2012,6,24,2.0,2.0,224143169.0,11436409.0
2.0,37,2012,6,24,2.0,1.0,224143169.0,418633962.0
1.0,38,2012,6,24,1.0,2.0,60463079.0,866874.0
1.0,38,2012,6,24,1.0,1.0,60463079.0,131992639.0
2.0,38,2012,6,24,1.0,2.0,60463079.0,751789.0
2.0,38,2012,6,24,1.0,1.0,60463079.0,145683049.0
1.0,38,2012,6,24,2.0,2.0,60463079.0,29305.0
1.0,38,2012,6,24,2.0,1.0,60463079.0,2718577.0
2.0,38,2012,6,24,2.0,2.0,60463079.0,168458.0
2.0,38,2012,6,24,2.0,1.0,60463079.0,15723833.0
1.0,31,2012,6,24,1.0,2.0,328662351.0,3757848.0
1.0,31,2012,6,24,1.0,1.0,328662351.0,132968082.0
2.0,31,2012,6,24,1.0,2.0,328662351.0,928218.0
2.0,31,2012,6,24,1.0,1.0,328662351.0,50499769.0
1.0,31,2012,6,24,2.0,2.0,328662351.0,3603532.0
1.0,31,2012,6,24,2.0,1.0,328662351.0,23377226.0
2.0,31,2012,6,24,2.0,2.0,328662351.0,106736.0
2.0,31,2012,6,24,2.0,1.0,328662351.0,16176556.0
1.0,33,2012,6,24,1.0,2.0,4981987.0,8233727.0
1.0,33,2012,6,24,1.0,1.0,4981987.0,44727236.0
2.0,33,2012,6,24,1.0,2.0,4981987.0,16533715.0
2.0,33,2012,6,24,1.0,1.0,4981987.0,75876413.0
1.0,33,2012,6,24,2.0,2.0,4981987.0,2977815.0
1.0,33,2012,6,24,2.0,1.0,4981987.0,29662909.0
2.0,33,2012,6,24,2.0,2.0,4981987.0,1079494.0
2.0,33,2012,6,24,2.0,1.0,4981987.0,54645829.0
1.0,34,2012,6,24,1.0,2.0,129631981.0,55239157.0
1.0,34,2012,6,24,1.0,1.0,129631981.0,500171032.0
2.0,34,2012,6,24,1.0,2.0,129631981.0,26399634.0
2.0,34,2012,6,24,1.0,1.0,129631981.0,298201061.0
1.0,34,2012,6,24,2.0,2.0,129631981.0,10958724.0
1.0,34,2012,6,24,2.0,1.0,129631981.0,143631542.0
2.0,34,2012,6,24,2.0,2.0,129631981.0,8949856.0
2.0,34,2012,6,24,2.0,1.0,129631981.0,172051471.0
1.0,35,2012,6,24,1.0,2.0,81079618.0,3613135.0
1.0,35,2012,6,24,1.0,1.0,81079618.0,12184442.0
2.0,35,2012,6,24,1.0,2.0,81079618.0,2124844.0
2.0,35,2012,6,24,1.0,1.0,81079618.0,32594975.0
1.0,35,2012,6,24,2.0,2.0,81079618.0,2444236.0
1.0,35,2012,6,24,2.0,1.0,81079618.0,57961190.0
2.0,35,2012,6,24,2.0,2.0,81079618.0,87610.0
2.0,35,2012,6,24,2.0,1.0,81079618.0,37075858.0
1.0,32,2012,6,24,1.0,2.0,4489439.0,24342961.0
1.0,32,2012,6,24,1.0,1.0,4489439.0,63062969.0
2.0,32,2012,6,24,1.0,2.0,4489439.0,6123175.0
2.0,32,2012,6,24,1.0,1.0,4489439.0,38335344.0
1.0,32,2012,6,24,2.0,2.0,4489439.0,11779606.0
1.0,32,2012,6,24,2.0,1.0,4489439.0,15155302.0
2.0,32,2012,6,24,2.0,2.0,4489439.0,928522.0
2.0,32,2012,6,24,2.0,1.0,4489439.0,32806247.0
1.0,36,2012,6,24,1.0,2.0,233280741.0,167114406.0
1.0,36,2012,6,24,1.0,1.0,233280741.0,1055839894.0
2.0,36,2012,6,24,1.0,2.0,233280741.0,55673806.0
2.0,36,2012,6,24,1.0,1.0,233280741.0,1065369841.0
1.0,36,2012,6,24,2.0,2.0,233280741.0,43652103.0
1.0,36,2012,6,24,2.0,1.0,233280741.0,154339177.0
2.0,36,2012,6,24,2.0,2.0,233280741.0,31445090.0
2.0,36,2012,6,24,2.0,1.0,233280741.0,228621948.0
1.0,39,2012,6,24,1.0,2.0,67884823.0,55208095.0
1.0,39,2012,6,24,1.0,1.0,67884823.0,1509830232.0
2.0,39,2012,6,24,1.0,2.0,67884823.0,23434612.0
2.0,39,2012,6,24,1.0,1.0,67884823.0,721207732.0
1.0,39,2012,6,24,2.0,2.0,67884823.0,20203095.0
1.0,39,2012,6,24,2.0,1.0,67884823.0,298802486.0
2.0,39,2012,6,24,2.0,2.0,67884823.0,23105357.0
2.0,39,2012,6,24,2.0,1.0,67884823.0,471377896.0
1.0,40,2012,6,24,1.0,2.0,477213260.0,5976989.0
1.0,40,2012,6,24,1.0,1.0,477213260.0,173489148.0
2.0,40,2012,6,24,1.0,2.0,477213260.0,5323664.0
2.0,40,2012,6,24,1.0,1.0,477213260.0,67507564.0
1.0,40,2012,6,24,2.0,2.0,477213260.0,729861.0
1.0,40,2012,6,24,2.0,1.0,477213260.0,37147120.0
2.0,40,2012,6,24,2.0,2.0,477213260.0,421863.0
2.0,40,2012,6,24,2.0,1.0,477213260.0,73211435.0
1.0,41,2012,6,24,1.0,2.0,46115.0,11087974.0
1.0,41,2012,6,24,1.0,1.0,46115.0,207774443.0
2.0,41,2012,6,24,1.0,2.0,46115.0,9879813.0
2.0,41,2012,6,24,1.0,1.0,46115.0,98379711.0
1.0,41,2012,6,24,2.0,2.0,46115.0,2882901.0
1.0,41,2012,6,24,2.0,1.0,46115.0,17097130.0
2.0,41,2012,6,24,2.0,2.0,46115.0,7218678.0
2.0,41,2012,6,24,2.0,1.0,46115.0,40148717.0
1.0,42,2012,6,24,1.0,2.0,100369135.0,51776547.0
1.0,42,2012,6,24,1.0,1.0,100369135.0,855191641.0
2.0,42,2012,6,24,1.0,2.0,100369135.0,21961545.0
2.0,42,2012,6,24,1.0,1.0,100369135.0,605223724.0
1.0,42,2012,6,24,2.0,2.0,100369135.0,15263340.0
1.0,42,2012,6,24,2.0,1.0,100369135.0,175378362.0
2.0,42,2012,6,24,2.0,2.0,100369135.0,8614802.0
2.0,42,2012,6,24,2.0,1.0,100369135.0,224795214.0
1.0,44,2012,6,24,1.0,2.0,13683371.0,4116283.0
1.0,44,2012,6,24,1.0,1.0,13683371.0,48637249.0
2.0,44,2012,6,24,1.0,2.0,13683371.0,5281273.0
2.0,44,2012,6,24,1.0,1.0,13683371.0,26850490.0
1.0,44,2012,6,24,2.0,2.0,13683371.0,832268.0
1.0,44,2012,6,24,2.0,1.0,13683371.0,11848529.0
2.0,44,2012,6,24,2.0,2.0,13683371.0,93115.0
2.0,44,2012,6,24,2.0,1.0,13683371.0,55902401.0
1.0,45,2012,6,24,1.0,2.0,100572152.0,8537370.0
1.0,45,2012,6,24,1.0,1.0,100572152.0,285632174.0
2.0,45,2012,6,24,1.0,2.0,100572152.0,3062226.0
2.0,45,2012,6,24,1.0,1.0,100572152.0,121283889.0
1.0,45,2012,6,24,2.0,2.0,100572152.0,13707842.0
1.0,45,2012,6,24,2.0,1.0,100572152.0,111033094.0
2.0,45,2012,6,24,2.0,2.0,100572152.0,5724942.0
2.0,45,2012,6,24,2.0,1.0,100572152.0,179145834.0
1.0,46,2012,6,24,1.0,2.0,129155741.0,760677.0
1.0,46,2012,6,24,1.0,1.0,129155741.0,47329454.0
2.0,46,2012,6,24,1.0,2.0,129155741.0,374941.0
2.0,46,2012,6,24,1.0,1.0,129155741.0,25460001.0
1.0,46,2012,6,24,2.0,2.0,129155741.0,146789.0
1.0,46,2012,6,24,2.0,1.0,129155741.0,10780920.0
2.0,46,2012,6,24,2.0,2.0,129155741.0,137121.0
2.0,46,2012,6,24,2.0,1.0,129155741.0,4155670.0
1.0,47,2012,6,24,1.0,2.0,94090715.0,30440964.0
1.0,47,2012,6,24,1.0,1.0,94090715.0,641962450.0
2.0,47,2012,6,24,1.0,2.0,94090715.0,10517436.0
2.0,47,2012,6,24,1.0,1.0,94090715.0,209746220.0
1.0,47,2012,6,24,2.0,2.0,94090715.0,9626578.0
1.0,47,2012,6,24,2.0,1.0,94090715.0,273092326.0
2.0,47,2012,6,24,2.0,2.0,94090715.0,14934022.0
2.0,47,2012,6,24,2.0,1.0,94090715.0,371174860.0
1.0,48,2012,6,24,1.0,2.0,2785312419.0,159145333.0
1.0,48,2012,6,24,1.0,1.0,2785312419.0,1280607853.0
2.0,48,2012,6,24,1.0,2.0,2785312419.0,149959644.0
2.0,48,2012,6,24,1.0,1.0,2785312419.0,667605784.0
1.0,48,2012,6,24,2.0,2.0,2785312419.0,76850291.0
1.0,48,2012,6,24,2.0,1.0,2785312419.0,5346208630.0
2.0,48,2012,6,24,2.0,2.0,2785312419.0,43487544.0
2.0,48,2012,6,24,2.0,1.0,2785312419.0,5485477829.0
1.0,49,2012,6,24,1.0,2.0,107711871.0,14408446.0
1.0,49,2012,6,24,1.0,1.0,107711871.0,285930577.0
2.0,49,2012,6,24,1.0,2.0,107711871.0,4236530.0
2.0,49,2012,6,24,1.0,1.0,107711871.0,77687507.0
1.0,49,2012,6,24,2.0,2.0,107711871.0,3134020.0
1.0,49,2012,6,24,2.0,1.0,107711871.0,30043570.0
2.0,49,2012,6,24,2.0,2.0,107711871.0,137879182.0
2.0,49,2012,6,24,2.0,1.0,107711871.0,223459472.0
1.0,51,2012,6,24,1.0,2.0,78825332.0,8681512.0
1.0,51,2012,6,24,1.0,1.0,78825332.0,239402224.0
2.0,51,2012,6,24,1.0,2.0,78825332.0,10829757.0
2.0,51,2012,6,24,1.0,1.0,78825332.0,127052659.0
1.0,51,2012,6,24,2.0,2.0,78825332.0,2642847.0
1.0,51,2012,6,24,2.0,1.0,78825332.0,75487024.0
2.0,51,2012,6,24,2.0,2.0,78825332.0,840094.0
2.0,51,2012,6,24,2.0,1.0,78825332.0,32027955.0
1.0,50,2012,6,24,1.0,2.0,2375318.0,1906545.0
1.0,50,2012,6,24,1.0,1.0,2375318.0,156581479.0
2.0,50,2012,6,24,1.0,2.0,2375318.0,556500.0
2.0,50,2012,6,24,1.0,1.0,2375318.0,209096635.0
1.0,50,2012,6,24,2.0,2.0,2375318.0,301481.0
1.0,50,2012,6,24,2.0,1.0,2375318.0,9052573.0
2.0,50,2012,6,24,2.0,2.0,2375318.0,161177.0
2.0,50,2012,6,24,2.0,1.0,2375318.0,6350552.0
1.0,53,2012,6,24,1.0,2.0,120175.0,25417083.0
1.0,53,2012,6,24,1.0,1.0,120175.0,527573334.0
2.0,53,2012,6,24,1.0,2.0,120175.0,20370297.0
2.0,53,2012,6,24,1.0,1.0,120175.0,393933533.0
1.0,53,2012,6,24,2.0,2.0,120175.0,6046102.0
1.0,53,2012,6,24,2.0,1.0,120175.0,61378205.0
2.0,53,2012,6,24,2.0,2.0,120175.0,1765047.0
2.0,53,2012,6,24,2.0,1.0,120175.0,43762385.0
1.0,55,2012,6,24,1.0,2.0,314962746.0,16806895.0
1.0,55,2012,6,24,1.0,1.0,314962746.0,584108101.0
2.0,55,2012,6,24,1.0,2.0,314962746.0,5566013.0
2.0,55,2012,6,24,1.0,1.0,314962746.0,206403603.0
1.0,55,2012,6,24,2.0,2.0,314962746.0,4958671.0
1.0,55,2012,6,24,2.0,1.0,314962746.0,163489834.0
2.0,55,2012,6,24,2.0,2.0,314962746.0,4037938.0
2.0,55,2012,6,24,2.0,1.0,314962746.0,248411157.0
1.0,54,2012,6,24,1.0,2.0,8299078.0,1599576.0
1.0,54,2012,6,24,1.0,1.0,8299078.0,112886388.0
2.0,54,2012,6,24,1.0,2.0,8299078.0,23165870.0
2.0,54,2012,6,24,1.0,1.0,8299078.0,39613142.0
1.0,54,2012,6,24,2.0,2.0,8299078.0,39140.0
1.0,54,2012,6,24,2.0,1.0,8299078.0,11445258.0
2.0,54,2012,6,24,2.0,2.0,8299078.0,306460.0
2.0,54,2012,6,24,2.0,1.0,8299078.0,3190354.0
1.0,56,2012,6,24,1.0,2.0,82793758.0,123861.0
1.0,56,2012,6,24,1.0,1.0,82793758.0,17086381.0
2.0,56,2012,6,24,1.0,2.0,82793758.0,1534169.0
2.0,56,2012,6,24,1.0,1.0,82793758.0,28388227.0
1.0,56,2012,6,24,2.0,1.0,82793758.0,7475918.0
2.0,56,2012,6,24,2.0,2.0,82793758.0,13883.0
2.0,56,2012,6,24,2.0,1.0,82793758.0,1694192.0
1.0,2,2012,7,25,1.0,2.0,2698787.0,3008738.0
1.0,2,2012,7,25,1.0,1.0,2698787.0,20831036.0
2.0,2,2012,7,25,1.0,2.0,2698787.0,3132240.0
2.0,2,2012,7,25,1.0,1.0,2698787.0,25522569.0
1.0,2,2012,7,25,2.0,1.0,2698787.0,315043.0
2.0,2,2012,7,25,2.0,2.0,2698787.0,43374.0
2.0,2,2012,7,25,2.0,1.0,2698787.0,574051.0
1.0,1,2012,7,25,1.0,2.0,51270043.0,4903562.0
1.0,1,2012,7,25,1.0,1.0,51270043.0,165211038.0
2.0,1,2012,7,25,1.0,2.0,51270043.0,4695213.0
2.0,1,2012,7,25,1.0,1.0,51270043.0,86003926.0
1.0,1,2012,7,25,2.0,2.0,51270043.0,1049783.0
1.0,1,2012,7,25,2.0,1.0,51270043.0,82245398.0
2.0,1,2012,7,25,2.0,2.0,51270043.0,819173.0
2.0,1,2012,7,25,2.0,1.0,51270043.0,78908666.0
1.0,5,2012,7,25,1.0,2.0,89285666.0,1043219.0
1.0,5,2012,7,25,1.0,1.0,89285666.0,76492698.0
2.0,5,2012,7,25,1.0,2.0,89285666.0,1881155.0
2.0,5,2012,7,25,1.0,1.0,89285666.0,52641497.0
1.0,5,2012,7,25,2.0,2.0,89285666.0,642328.0
1.0,5,2012,7,25,2.0,1.0,89285666.0,42111067.0
2.0,5,2012,7,25,2.0,2.0,89285666.0,438274.0
2.0,5,2012,7,25,2.0,1.0,89285666.0,55274794.0
1.0,4,2012,7,25,1.0,2.0,4401471.0,47314060.0
1.0,4,2012,7,25,1.0,1.0,4401471.0,104677866.0
2.0,4,2012,7,25,1.0,2.0,4401471.0,15972938.0
2.0,4,2012,7,25,1.0,1.0,4401471.0,58850752.0
1.0,4,2012,7,25,2.0,2.0,4401471.0,10160759.0
1.0,4,2012,7,25,2.0,1.0,4401471.0,413726992.0
2.0,4,2012,7,25,2.0,2.0,4401471.0,4228614.0
2.0,4,2012,7,25,2.0,1.0,4401471.0,368148099.0
1.0,6,2012,7,25,1.0,2.0,188062307.0,219526782.0
1.0,6,2012,7,25,1.0,1.0,188062307.0,1092776796.0
2.0,6,2012,7,25,1.0,2.0,188062307.0,73234830.0
2.0,6,2012,7,25,1.0,1.0,188062307.0,589404705.0
1.0,6,2012,7,25,2.0,2.0,188062307.0,123316857.0
1.0,6,2012,7,25,2.0,1.0,188062307.0,1917821011.0
2.0,6,2012,7,25,2.0,2.0,188062307.0,98180086.0
2.0,6,2012,7,25,2.0,1.0,188062307.0,2408765251.0
1.0,8,2012,7,25,1.0,2.0,114189100.0,17108269.0
1.0,8,2012,7,25,1.0,1.0,114189100.0,106817579.0
2.0,8,2012,7,25,1.0,2.0,114189100.0,8273919.0
2.0,8,2012,7,25,1.0,1.0,114189100.0,71703919.0
1.0,8,2012,7,25,2.0,2.0,114189100.0,2415137.0
1.0,8,2012,7,25,2.0,1.0,114189100.0,57099119.0
2.0,8,2012,7,25,2.0,2.0,114189100.0,2409578.0
2.0,8,2012,7,25,2.0,1.0,114189100.0,94382596.0
1.0,9,2012,7,25,1.0,2.0,15852206.0,20945984.0
1.0,9,2012,7,25,1.0,1.0,15852206.0,102711980.0
2.0,9,2012,7,25,1.0,2.0,15852206.0,12841971.0
2.0,9,2012,7,25,1.0,1.0,15852206.0,98269445.0
1.0,9,2012,7,25,2.0,2.0,15852206.0,3809216.0
1.0,9,2012,7,25,2.0,1.0,15852206.0,60504857.0
2.0,9,2012,7,25,2.0,2.0,15852206.0,7806529.0
2.0,9,2012,7,25,2.0,1.0,15852206.0,167147207.0
1.0,11,2012,7,25,1.0,2.0,9418550.0,202555.0
1.0,11,2012,7,25,1.0,1.0,9418550.0,336149.0
2.0,11,2012,7,25,1.0,2.0,9418550.0,511377.0
2.0,11,2012,7,25,1.0,1.0,9418550.0,5831900.0
1.0,11,2012,7,25,2.0,2.0,9418550.0,11598.0
1.0,11,2012,7,25,2.0,1.0,9418550.0,138195.0
2.0,11,2012,7,25,2.0,2.0,9418550.0,84950.0
2.0,11,2012,7,25,2.0,1.0,9418550.0,592797.0
1.0,10,2012,7,25,1.0,2.0,10886842.0,5982752.0
1.0,10,2012,7,25,1.0,1.0,10886842.0,51132640.0
2.0,10,2012,7,25,1.0,2.0,10886842.0,548658.0
2.0,10,2012,7,25,1.0,1.0,10886842.0,15787890.0
1.0,10,2012,7,25,2.0,2.0,10886842.0,2382867.0
1.0,10,2012,7,25,2.0,1.0,10886842.0,5354858.0
2.0,10,2012,7,25,2.0,2.0,10886842.0,3615.0
2.0,10,2012,7,25,2.0,1.0,10886842.0,13581384.0
1.0,12,2012,7,25,1.0,2.0,27926117.0,42010706.0
1.0,12,2012,7,25,1.0,1.0,27926117.0,175050566.0
2.0,12,2012,7,25,1.0,2.0,27926117.0,46938290.0
2.0,12,2012,7,25,1.0,1.0,27926117.0,212920728.0
1.0,12,2012,7,25,2.0,2.0,27926117.0,25803802.0
1.0,12,2012,7,25,2.0,1.0,27926117.0,90338753.0
2.0,12,2012,7,25,2.0,2.0,27926117.0,135845489.0
2.0,12,2012,7,25,2.0,1.0,27926117.0,204227557.0
1.0,13,2012,7,25,1.0,2.0,61302920.0,22604241.0
1.0,13,2012,7,25,1.0,1.0,61302920.0,352297425.0
2.0,13,2012,7,25,1.0,2.0,61302920.0,17609460.0
2.0,13,2012,7,25,1.0,1.0,61302920.0,176747594.0
1.0,13,2012,7,25,2.0,2.0,61302920.0,9820465.0
1.0,13,2012,7,25,2.0,1.0,61302920.0,121334153.0
2.0,13,2012,7,25,2.0,2.0,61302920.0,3334588.0
